Pred_Close,Pred_MA5,Pred_MA10,date
155.5477752685547,153.60955505371095,155.40477752685547,2025-12-19
153.24276733398438,153.9581085205078,154.6790542602539,2025-12-22
151.79989624023438,154.0180877685547,153.95904388427735,2025-12-23
150.5088348388672,153.21985473632813,153.05992736816407,2025-12-24
149.52096557617188,152.12405395507812,152.66202392578126,2025-12-25
