Pred_Close,Pred_MA5,Pred_MA10,date,asof_date
153.79815673828125,152.95963134765626,155.7298156738281,2025-12-18,2025-12-17
153.85011291503906,153.02965393066407,155.11482696533204,2025-12-19,2025-12-17
153.5430908203125,153.43827209472656,154.41913604736328,2025-12-22,2025-12-17
153.5811767578125,153.85450744628906,153.87725372314452,2025-12-23,2025-12-17
152.9047393798828,153.5354461669922,153.2177276611328,2025-12-24,2025-12-17
